timestamp,device_id,temp_c,motion,battery,data_quality_status
2026-07-12 14:52:40,SN-9982,29.1,FALSE,88.0,Clean
2026-07-12 14:52:40,SN-9983,28.5,TRUE,94.0,Clean
2026-07-12 14:52:40,SN-9984,30.1,FALSE,76.0,Clean
2026-07-12 14:52:40,SN-9985,27.7,TRUE,81.0,Clean
2026-07-12 14:52:40,SN-9986,30.4,FALSE,69.0,Clean
2026-07-12 14:52:50,SN-9982,29.3,TRUE,88.0,Clean
2026-07-12 14:52:50,SN-9983,28.7,TRUE,94.0,Clean
2026-07-12 14:52:50,SN-9984,29.7,TRUE,76.0,Clean
2026-07-12 14:52:50,SN-9985,27.4,FALSE,81.0,Clean
2026-07-12 14:52:50,SN-9986,30.5,FALSE,69.0,Clean
2026-07-12 14:53:00,SN-9982,29.4,TRUE,88.0,Clean
2026-07-12 14:53:00,SN-9983,28.5,TRUE,94.0,Clean
2026-07-12 14:53:00,SN-9984,30.0,TRUE,76.0,Clean
2026-07-12 14:53:00,SN-9985,27.3,FALSE,81.0,Clean
2026-07-12 14:53:00,SN-9986,30.1,FALSE,69.0,Clean
2026-07-12 14:53:10,SN-9982,29.2,TRUE,88.0,Clean
2026-07-12 14:53:10,SN-9983,28.6,TRUE,94.0,Clean
2026-07-12 14:53:10,SN-9984,30.0,FALSE,76.0,Clean
2026-07-12 14:53:10,SN-9985,27.1,TRUE,81.0,Clean
2026-07-12 14:53:10,SN-9986,30.1,FALSE,69.0,Clean
2026-07-12 14:53:20,SN-9982,29.1,TRUE,88.0,Clean
2026-07-12 14:53:20,SN-9983,28.6,FALSE,94.0,Clean
2026-07-12 14:53:20,SN-9984,29.7,TRUE,76.0,Clean
2026-07-12 14:53:20,SN-9985,27.2,TRUE,81.0,Clean
2026-07-12 14:53:20,SN-9986,30.2,TRUE,69.0,Clean
2026-07-12 14:53:30,SN-9982,29.2,FALSE,88.0,Clean
2026-07-12 14:53:30,SN-9983,28.5,TRUE,94.0,Clean
2026-07-12 14:53:30,SN-9984,29.9,TRUE,76.0,Clean
2026-07-12 14:53:30,SN-9985,27.1,FALSE,81.0,Clean
2026-07-12 14:53:30,SN-9986,30.0,FALSE,69.0,Clean
2026-07-12 14:53:40,SN-9982,29.4,FALSE,88.0,Clean
2026-07-12 14:53:40,SN-9983,28.8,TRUE,94.0,Clean
2026-07-12 14:53:40,SN-9984,29.7,FALSE,76.0,Clean
2026-07-12 14:53:40,SN-9985,27.2,TRUE,81.0,Clean
2026-07-12 14:53:40,SN-9986,30.1,FALSE,69.0,Clean
2026-07-12 14:53:50,SN-9982,29.2,,88.0,Clean
2026-07-12 14:53:50,SN-9983,28.4,FALSE,94.0,Clean
2026-07-12 14:53:50,SN-9984,29.6,TRUE,76.0,Clean
2026-07-12 14:53:50,SN-9985,27.0,TRUE,81.0,Clean
2026-07-12 14:53:50,SN-9986,30.0,FALSE,69.0,Clean
2026-07-12 14:54:00,SN-9982,29.2,TRUE,87.0,Clean
2026-07-12 14:54:00,SN-9983,28.7,FALSE,93.0,Clean
2026-07-12 14:54:00,SN-9984,28.5,TRUE,75.0,Clean
2026-07-12 14:54:00,SN-9985,26.8,TRUE,80.0,Clean
2026-07-12 14:54:00,SN-9986,28.5,TRUE,68.0,Clean
2026-07-12 14:54:10,SN-9982,29.4,TRUE,87.0,Clean
2026-07-12 14:54:10,SN-9983,28.5,TRUE,93.0,Clean
2026-07-12 14:54:10,SN-9984,29.4,TRUE,75.0,Clean
2026-07-12 14:54:10,SN-9985,27.0,TRUE,80.0,Clean
2026-07-12 14:54:10,SN-9986,30.0,FALSE,68.0,Clean
2026-07-12 14:54:20,SN-9982,29.3,TRUE,87.0,Clean
2026-07-12 14:54:20,SN-9983,28.4,FALSE,93.0,Clean
2026-07-12 14:54:20,SN-9984,29.3,FALSE,75.0,Clean
2026-07-12 14:54:20,SN-9985,26.7,TRUE,80.0,Clean
2026-07-12 14:54:20,SN-9986,29.7,TRUE,68.0,Clean
2026-07-12 14:54:30,SN-9982,29.3,TRUE,87.0,Clean
2026-07-12 14:54:30,SN-9983,28.5,FALSE,93.0,Clean
2026-07-12 14:54:30,SN-9984,29.1,TRUE,75.0,Clean
2026-07-12 14:54:30,SN-9985,26.8,TRUE,80.0,Clean
2026-07-12 14:54:30,SN-9986,29.6,TRUE,68.0,Clean
2026-07-12 14:54:40,SN-9982,29.3,FALSE,87.0,Clean
2026-07-12 14:54:40,SN-9983,28.2,TRUE,93.0,Clean
2026-07-12 14:54:40,SN-9984,29.2,FALSE,75.0,Clean
2026-07-12 14:54:40,SN-9985,26.8,TRUE,80.0,Clean
2026-07-12 14:54:40,SN-9986,29.4,FALSE,68.0,Clean
2026-07-12 14:54:50,SN-9982,28.8,TRUE,87.0,Clean
2026-07-12 14:54:50,SN-9983,28.1,FALSE,93.0,Clean
2026-07-12 14:54:50,SN-9984,28.9,FALSE,75.0,Clean
2026-07-12 14:54:50,SN-9985,26.4,FALSE,80.0,Clean
2026-07-12 14:54:50,SN-9986,29.3,FALSE,68.0,Clean
2026-07-12 14:55:00,SN-9982,29.0,TRUE,87.0,Clean
2026-07-12 14:55:00,SN-9983,28.1,FALSE,93.0,Clean
2026-07-12 14:55:00,SN-9984,29.0,FALSE,75.0,Clean
2026-07-12 14:55:00,SN-9985,26.4,FALSE,80.0,Clean
2026-07-12 14:55:00,SN-9986,29.4,TRUE,68.0,Clean
2026-07-12 14:55:10,SN-9982,28.6,TRUE,87.0,Clean
2026-07-12 14:55:10,SN-9983,28.0,TRUE,93.0,Clean
2026-07-12 14:55:10,SN-9984,28.8,TRUE,75.0,Clean
2026-07-12 14:55:10,SN-9985,26.6,FALSE,80.0,Clean
2026-07-12 14:55:10,SN-9986,29.3,TRUE,68.0,Clean
2026-07-12 14:55:20,SN-9982,28.6,TRUE,87.0,Clean
2026-07-12 14:55:20,SN-9983,28.0,FALSE,93.0,Clean
2026-07-12 14:55:20,SN-9984,29.1,FALSE,75.0,Clean
2026-07-12 14:55:20,SN-9985,26.6,FALSE,80.0,Clean
2026-07-12 14:55:20,SN-9986,29.4,FALSE,68.0,Clean
2026-07-12 14:55:30,SN-9982,28.8,FALSE,87.0,Clean
2026-07-12 14:55:30,SN-9983,27.8,FALSE,93.0,Clean
2026-07-12 14:55:30,SN-9984,28.9,FALSE,75.0,Clean
2026-07-12 14:55:30,SN-9985,26.5,FALSE,80.0,Clean
2026-07-12 14:55:30,SN-9986,29.2,FALSE,68.0,Clean
2026-07-12 14:55:40,SN-9982,28.5,FALSE,87.0,Clean
2026-07-12 14:55:40,SN-9983,27.7,TRUE,93.0,Clean
2026-07-12 14:55:40,SN-9984,28.5,TRUE,75.0,Clean
2026-07-12 14:55:40,SN-9985,26.2,FALSE,80.0,Clean
2026-07-12 14:55:40,SN-9986,29.5,TRUE,80.0,Clean
2026-07-12 14:55:50,SN-9982,28.5,TRUE,87.0,Clean
2026-07-12 14:55:50,SN-9983,27.5,TRUE,93.0,Clean
2026-07-12 14:55:50,SN-9984,28.9,FALSE,75.0,Clean
2026-07-12 14:55:50,SN-9985,26.5,FALSE,80.0,Clean
2026-07-12 14:55:50,SN-9986,29.3,FALSE,68.0,Clean
2026-07-12 14:56:00,SN-9982,28.6,FALSE,87.0,Clean
2026-07-12 14:56:00,SN-9983,27.7,TRUE,93.0,Clean
2026-07-12 14:56:00,SN-9984,28.8,FALSE,75.0,Clean
2026-07-12 14:56:00,SN-9985,26.0,TRUE,80.0,Clean
2026-07-12 14:56:00,SN-9986,29.2,FALSE,68.0,Clean
2026-07-12 14:56:10,SN-9982,28.7,TRUE,87.0,Clean
2026-07-12 14:56:10,SN-9983,27.7,FALSE,93.0,Clean
2026-07-12 14:56:10,SN-9984,28.5,TRUE,75.0,Clean
2026-07-12 14:56:10,SN-9985,26.3,FALSE,80.0,Clean
2026-07-12 14:56:10,SN-9986,29.2,TRUE,68.0,Clean
2026-07-12 14:56:20,SN-9982,28.6,FALSE,87.0,Clean
2026-07-12 14:56:20,SN-9983,27.5,FALSE,93.0,Clean
2026-07-12 14:56:20,SN-9984,28.7,FALSE,75.0,Clean
2026-07-12 14:56:20,SN-9985,26.2,FALSE,80.0,Clean
2026-07-12 14:56:20,SN-9986,29.0,TRUE,68.0,Clean
2026-07-12 14:56:30,SN-9982,28.5,TRUE,87.0,Clean
2026-07-12 14:56:30,SN-9983,27.4,TRUE,93.0,Clean
2026-07-12 14:56:30,SN-9984,28.7,TRUE,75.0,Clean
2026-07-12 14:56:30,SN-9985,25.9,TRUE,80.0,Clean
2026-07-12 14:56:30,SN-9986,29.2,FALSE,68.0,Clean
2026-07-12 14:56:40,SN-9982,28.1,,87.0,Clean
2026-07-12 14:56:40,SN-9983,27.5,FALSE,80.0,Clean
2026-07-12 14:56:40,SN-9984,28.5,FALSE,75.0,Clean
2026-07-12 14:56:40,SN-9985,26.2,,80.0,Clean
2026-07-12 14:56:40,SN-9986,29.3,FALSE,68.0,Clean
2026-07-12 14:56:50,SN-9982,28.0,TRUE,87.0,Clean
2026-07-12 14:56:50,SN-9983,27.5,TRUE,93.0,Clean
2026-07-12 14:56:50,SN-9984,28.3,FALSE,75.0,Clean
2026-07-12 14:56:50,SN-9985,25.8,,80.0,Clean
2026-07-12 14:56:50,SN-9986,29.1,FALSE,68.0,Clean
2026-07-12 14:57:00,SN-9982,28.2,TRUE,87.0,Clean
2026-07-12 14:57:00,SN-9983,27.3,TRUE,93.0,Clean
2026-07-12 14:57:00,SN-9984,28.6,FALSE,75.0,Clean
2026-07-12 14:57:00,SN-9985,26.2,TRUE,80.0,Clean
2026-07-12 14:57:00,SN-9986,29.1,FALSE,68.0,Clean
2026-07-12 14:57:10,SN-9982,28.1,FALSE,87.0,Clean
2026-07-12 14:57:10,SN-9983,27.4,FALSE,93.0,Clean
2026-07-12 14:57:10,SN-9984,28.3,FALSE,75.0,Clean
2026-07-12 14:57:10,SN-9985,25.9,FALSE,80.0,Clean
2026-07-12 14:57:10,SN-9986,29.2,TRUE,68.0,Clean
2026-07-12 14:57:20,SN-9982,28.0,FALSE,87.0,Clean
2026-07-12 14:57:20,SN-9983,27.0,TRUE,93.0,Clean
2026-07-12 14:57:20,SN-9984,28.1,TRUE,75.0,Clean
2026-07-12 14:57:20,SN-9985,26.0,TRUE,80.0,Clean
2026-07-12 14:57:20,SN-9986,29.3,FALSE,68.0,Clean
2026-07-12 14:57:30,SN-9982,27.9,FALSE,87.0,Clean
2026-07-12 14:57:30,SN-9983,27.2,FALSE,80.0,Clean
2026-07-12 14:57:30,SN-9984,28.1,TRUE,75.0,Clean
2026-07-12 14:57:30,SN-9985,26.0,FALSE,80.0,Clean
2026-07-12 14:57:30,SN-9986,29.1,FALSE,80.0,Clean
2026-07-12 14:57:40,SN-9982,28.1,TRUE,87.0,Clean
2026-07-12 14:57:40,SN-9983,26.8,FALSE,93.0,Clean
2026-07-12 14:57:40,SN-9984,28.0,TRUE,75.0,Clean
2026-07-12 14:57:40,SN-9985,26.2,TRUE,80.0,Clean
2026-07-12 14:57:40,SN-9986,29.0,FALSE,68.0,Clean
2026-07-12 14:57:50,SN-9982,27.9,yes,87.0,Clean
2026-07-12 14:57:50,SN-9983,27.1,TRUE,93.0,Clean
2026-07-12 14:57:50,SN-9984,28.2,TRUE,75.0,Clean
2026-07-12 14:57:50,SN-9985,26.2,TRUE,80.0,Clean
2026-07-12 14:57:50,SN-9986,29.4,TRUE,68.0,Clean
2026-07-12 14:58:00,SN-9982,27.5,TRUE,86.0,Clean
2026-07-12 14:58:00,SN-9983,27.1,TRUE,92.0,Clean
2026-07-12 14:58:00,SN-9984,28.1,FALSE,80.0,Clean
2026-07-12 14:58:00,SN-9985,28.5,TRUE,79.0,Clean
2026-07-12 14:58:00,SN-9986,29.0,FALSE,67.0,Clean
2026-07-12 14:58:10,SN-9982,27.7,TRUE,86.0,Clean
2026-07-12 14:58:10,SN-9983,27.2,TRUE,92.0,Clean
2026-07-12 14:58:10,SN-9984,28.3,TRUE,74.0,Clean
2026-07-12 14:58:10,SN-9985,26.3,FALSE,79.0,Clean
2026-07-12 14:58:10,SN-9986,29.5,FALSE,67.0,Clean
2026-07-12 14:58:20,SN-9982,27.5,FALSE,86.0,Clean
2026-07-12 14:58:20,SN-9983,26.9,FALSE,92.0,Clean
2026-07-12 14:58:20,SN-9984,28.3,FALSE,74.0,Clean
2026-07-12 14:58:20,SN-9985,26.1,TRUE,79.0,Clean
2026-07-12 14:58:20,SN-9986,29.5,FALSE,67.0,Clean
2026-07-12 14:58:30,SN-9982,27.4,TRUE,86.0,Clean
2026-07-12 14:58:30,SN-9983,28.5,FALSE,92.0,Clean
2026-07-12 14:58:30,SN-9984,28.1,FALSE,74.0,Clean
2026-07-12 14:58:30,SN-9985,26.4,TRUE,79.0,Clean
2026-07-12 14:58:30,SN-9986,29.4,TRUE,67.0,Clean
2026-07-12 14:58:40,SN-9982,27.3,FALSE,86.0,Clean
2026-07-12 14:58:40,SN-9983,26.7,TRUE,92.0,Clean
2026-07-12 14:58:40,SN-9984,28.5,TRUE,74.0,Clean
2026-07-12 14:58:40,SN-9985,26.4,FALSE,79.0,Clean
2026-07-12 14:58:40,SN-9986,29.5,FALSE,67.0,Clean
2026-07-12 14:58:50,SN-9982,27.6,FALSE,86.0,Clean
2026-07-12 14:58:50,SN-9983,26.9,FALSE,92.0,Clean
2026-07-12 14:58:50,SN-9984,28.5,FALSE,74.0,Clean
2026-07-12 14:58:50,SN-9985,26.2,TRUE,79.0,Clean
2026-07-12 14:58:50,SN-9986,29.3,TRUE,67.0,Clean
2026-07-12 14:59:00,SN-9982,27.4,TRUE,86.0,Clean
2026-07-12 14:59:00,SN-9983,27.1,TRUE,92.0,Clean
2026-07-12 14:59:00,SN-9984,28.4,FALSE,74.0,Clean
2026-07-12 14:59:00,SN-9985,26.2,FALSE,79.0,Clean
2026-07-12 14:59:00,SN-9986,29.8,TRUE,67.0,Clean
2026-07-12 14:59:10,SN-9982,27.3,TRUE,86.0,Clean
2026-07-12 14:59:10,SN-9983,26.8,TRUE,92.0,Clean
2026-07-12 14:59:10,SN-9984,28.4,FALSE,74.0,Clean
2026-07-12 14:59:10,SN-9985,26.3,TRUE,79.0,Clean
2026-07-12 14:59:10,SN-9986,29.6,FALSE,67.0,Clean
2026-07-12 14:59:20,SN-9982,27.4,TRUE,86.0,Clean
2026-07-12 14:59:20,SN-9983,27.2,FALSE,92.0,Clean
2026-07-12 14:59:20,SN-9984,28.4,unknown,74.0,Clean
2026-07-12 14:59:20,SN-9985,26.4,TRUE,79.0,Clean
2026-07-12 14:59:20,SN-9986,29.7,TRUE,67.0,Clean
2026-07-12 14:59:30,SN-9982,27.6,TRUE,86.0,Clean
2026-07-12 14:59:30,SN-9983,27.2,FALSE,92.0,Clean
2026-07-12 14:59:30,SN-9984,28.2,FALSE,74.0,Clean
2026-07-12 14:59:30,SN-9985,26.2,FALSE,79.0,Clean
2026-07-12 14:59:30,SN-9986,29.9,FALSE,67.0,Clean
2026-07-12 14:59:40,UNKNOWN,26.4,TRUE,79.0,Clean
2026-07-12 14:59:40,SN-9982,27.6,FALSE,86.0,Clean
2026-07-12 14:59:40,SN-9983,26.8,TRUE,92.0,Clean
2026-07-12 14:59:40,SN-9984,28.3,TRUE,74.0,Clean
2026-07-12 14:59:40,SN-9986,30.1,FALSE,67.0,Clean
2026-07-12 14:59:50,SN-9982,27.7,FALSE,86.0,Clean
2026-07-12 14:59:50,SN-9983,27.1,TRUE,92.0,Clean
2026-07-12 14:59:50,SN-9984,28.4,TRUE,74.0,Clean
2026-07-12 14:59:50,SN-9985,26.8,FALSE,79.0,Clean
2026-07-12 14:59:50,SN-9986,29.9,FALSE,67.0,Clean
2026-07-12 15:00:00,SN-9982,27.6,FALSE,86.0,Clean
2026-07-12 15:00:00,SN-9983,27.0,TRUE,92.0,Clean
2026-07-12 15:00:00,SN-9984,28.7,TRUE,74.0,Clean
2026-07-12 15:00:00,SN-9985,26.8,FALSE,79.0,Clean
2026-07-12 15:00:00,SN-9986,29.9,FALSE,67.0,Clean
2026-07-12 15:00:10,SN-9982,27.4,TRUE,86.0,Clean
2026-07-12 15:00:10,SN-9983,27.3,FALSE,92.0,Clean
2026-07-12 15:00:10,SN-9984,28.8,FALSE,74.0,Clean
2026-07-12 15:00:10,SN-9985,26.5,FALSE,79.0,Clean
2026-07-12 15:00:10,SN-9986,29.9,TRUE,67.0,Clean
2026-07-12 15:00:20,SN-9982,27.4,FALSE,86.0,Clean
2026-07-12 15:00:20,SN-9983,27.3,TRUE,92.0,Clean
2026-07-12 15:00:20,SN-9984,28.6,TRUE,74.0,Clean
2026-07-12 15:00:20,SN-9985,27.0,TRUE,79.0,Clean
2026-07-12 15:00:20,SN-9986,30.1,FALSE,67.0,Clean
2026-07-12 15:00:30,SN-9982,27.5,FALSE,86.0,Clean
2026-07-12 15:00:30,SN-9983,27.0,TRUE,92.0,Clean
2026-07-12 15:00:30,SN-9984,28.9,TRUE,74.0,Clean
2026-07-12 15:00:30,SN-9985,27.1,FALSE,79.0,Clean
2026-07-12 15:00:30,SN-9986,30.5,TRUE,67.0,Clean
2026-07-12 15:00:40,SN-9982,27.6,TRUE,86.0,Clean
2026-07-12 15:00:40,SN-9983,27.3,TRUE,92.0,Clean
2026-07-12 15:00:40,SN-9984,29.0,FALSE,74.0,Clean
2026-07-12 15:00:40,SN-9985,26.9,TRUE,79.0,Clean
2026-07-12 15:00:40,SN-9986,30.1,TRUE,67.0,Clean
2026-07-12 15:00:50,SN-9982,27.5,TRUE,86.0,Clean
2026-07-12 15:00:50,SN-9983,27.2,TRUE,92.0,Clean
2026-07-12 15:00:50,SN-9984,29.1,FALSE,74.0,Clean
2026-07-12 15:00:50,SN-9985,27.1,FALSE,79.0,Clean
2026-07-12 15:00:50,SN-9986,30.2,FALSE,67.0,Clean
2026-07-12 15:01:00,SN-9982,27.6,TRUE,86.0,Clean
2026-07-12 15:01:00,SN-9983,27.4,TRUE,92.0,Clean
2026-07-12 15:01:00,SN-9984,29.1,TRUEE,74.0,Clean
2026-07-12 15:01:00,SN-9985,27.2,TRUE,79.0,Clean
2026-07-12 15:01:00,SN-9986,30.4,FALSE,67.0,Clean
2026-07-12 15:01:10,SN-9982,28.1,TRUE,86.0,Clean
2026-07-12 15:01:10,SN-9983,27.5,FALSE,92.0,Clean
2026-07-12 15:01:10,SN-9984,28.9,FALSE,74.0,Clean
2026-07-12 15:01:10,SN-9985,27.0,FALSE,79.0,Clean
2026-07-12 15:01:10,SN-9986,30.3,FALSE,67.0,Clean
2026-07-12 15:01:20,SN-9982,27.6,FALSE,86.0,Clean
2026-07-12 15:01:20,SN-9983,27.5,TRUE,92.0,Clean
2026-07-12 15:01:20,SN-9984,28.9,FALSE,74.0,Clean
2026-07-12 15:01:20,SN-9985,27.4,TRUE,79.0,Clean
2026-07-12 15:01:20,SN-9986,30.8,FALSE,67.0,Clean
2026-07-12 15:01:30,SN-9982,28.0,TRUE,86.0,Clean
2026-07-12 15:01:30,SN-9983,27.6,TRUE,92.0,Clean
2026-07-12 15:01:30,SN-9984,29.4,FALSE,74.0,Clean
2026-07-12 15:01:30,SN-9985,27.1,TRUE,79.0,Clean
2026-07-12 15:01:30,SN-9986,30.5,FALSE,67.0,Clean
2026-07-12 15:01:40,SN-9982,27.9,FALSE,86.0,Clean
2026-07-12 15:01:40,SN-9983,27.7,FALSE,92.0,Clean
2026-07-12 15:01:40,SN-9984,29.1,FALSE,74.0,Clean
2026-07-12 15:01:40,SN-9985,27.5,TRUE,79.0,Clean
2026-07-12 15:01:40,SN-9986,30.6,FALSE,67.0,Clean
2026-07-12 15:01:50,SN-9982,28.2,FALSE,86.0,Clean
2026-07-12 15:01:50,SN-9983,27.7,TRUE,92.0,Clean
2026-07-12 15:01:50,SN-9984,29.2,TRUE,74.0,Clean
2026-07-12 15:01:50,SN-9985,27.6,TRUE,79.0,Clean
2026-07-12 15:01:50,SN-9986,30.7,TRUE,67.0,Clean
2026-07-12 15:02:00,SN-9982,28.1,TRUE,85.0,Clean
2026-07-12 15:02:00,SN-9983,28.1,FALSE,91.0,Clean
2026-07-12 15:02:00,SN-9984,29.2,TRUE,73.0,Clean
2026-07-12 15:02:00,SN-9985,27.7,TRUE,78.0,Clean
2026-07-12 15:02:00,SN-9986,30.6,FALSE,66.0,Clean
2026-07-12 15:02:10,UNKNOWN,28.4,TRUE,85.0,Clean
2026-07-12 15:02:10,SN-9983,27.9,TRUE,91.0,Clean
2026-07-12 15:02:10,SN-9984,29.3,TRUE,73.0,Clean
2026-07-12 15:02:10,SN-9985,27.8,FALSE,78.0,Clean
2026-07-12 15:02:10,SN-9986,30.7,TRUE,66.0,Clean
2026-07-12 15:02:20,SN-9982,28.4,FALSEE,85.0,Clean
2026-07-12 15:02:20,SN-9983,28.5,FALSE,91.0,Clean
2026-07-12 15:02:20,SN-9984,29.6,FALSE,73.0,Clean
2026-07-12 15:02:20,SN-9985,27.4,FALSE,78.0,Clean
2026-07-12 15:02:20,SN-9986,31.0,FALSE,66.0,Clean
2026-07-12 15:02:30,SN-9982,28.5,FALSE,85.0,Clean
2026-07-12 15:02:30,SN-9983,28.3,FALSE,91.0,Clean
2026-07-12 15:02:30,SN-9984,29.4,FALSE,80.0,Clean
2026-07-12 15:02:30,SN-9985,27.6,TRUE,78.0,Clean
2026-07-12 15:02:30,SN-9986,30.8,FALSE,66.0,Clean
2026-07-12 15:02:40,SN-9982,28.2,FALSE,85.0,Clean
2026-07-12 15:02:40,SN-9983,27.9,TRUE,91.0,Clean
2026-07-12 15:02:40,SN-9984,28.5,TRUE,73.0,Clean
2026-07-12 15:02:40,SN-9985,27.7,TRUE,78.0,Clean
2026-07-12 15:02:40,SN-9986,30.8,FALSE,66.0,Clean
2026-07-12 15:02:50,SN-9982,28.3,FALSE,85.0,Clean
2026-07-12 15:02:50,SN-9983,28.4,FALSE,91.0,Clean
